Living Arrangements,Health,Education,Deprivation,Digital Exclusion,Transport Access,Car Access,Public Transport Access
0.51398194,0.03985849,0.1048782,0.023207247,0.8005703,0.40409136,0.010545108,0.852327
0.71656775,0.30629683,0.6339655,0.32460007,0.8783206,0.75881046,0.54839605,0.99136007
0.48081258,0.19501352,0.39998257,0.21265416,0.5673188,0.73830515,0.5300435,0.9705838
0.39261866,0.33981162,0.3979086,0.18897331,0.26927537,0.46725503,0.21034335,0.77305925
0.34396333,0.12467097,0.3554991,0.14807001,0.5025269,0.5553877,0.38715592,0.7644237
0.7427625,0.26668683,0.4345443,0.19758455,0.7487366,0.80589294,0.6829071,0.946693
0.5811808,0.7064926,0.66581446,0.41071233,0.6709863,0.85018,0.79084337,0.92326623
0.27731335,0.34017596,0.42774355,0.14161158,0.3081509,0.4738915,0.1613223,0.8347442
0.40002477,0.5425643,0.40903938,0.21480697,0.51548505,0.6655874,0.55019087,0.8116747
0.7019512,0.26469854,0.35024986,0.24064067,0.6839446,0.6305433,0.56975514,0.7252382
0.5147879,0.20838091,0.33792686,0.3202945,0.5802771,0.6898137,0.5936669,0.81442773
0.6445492,0.12878895,0.1754947,0.08779143,0.5802771,0.69727093,0.46610996,0.95621485
0.36776423,0.13212107,0.5567931,0.15452841,0.4118176,0.69646734,0.64287937,0.7779121
0.55183446,0.39464548,0.5907637,0.35689217,0.9042378,0.7825439,0.723845,0.86119986
0.56800884,0.25695512,0.5060353,0.18897331,0.5025269,0.6252067,0.4321512,0.85265887
1,0.36724067,0.7454369,0.41717073,1,0.7566432,0.7941792,0.7414412
0.30897522,0.27969575,0.34873003,0.28369677,0.5025269,0.44971132,0.38715592,0.5627694
0.42005756,0.17913824,0.64758426,0.15237561,0.4766096,0.8357969,0.738902,0.94776154
0.51631147,0.74750674,0.5944678,0.36765623,0.83944505,0.7743421,0.67910236,0.89029163
0.38435045,0.53416693,0.9093653,0.60446495,0.96902984,0.74426425,0.78099734,0.73100126
0.28565922,0.37762496,0.7156248,0.35258657,0.5673188,0.8937893,0.87168455,0.9256416
0.30975848,0.5055043,0.588876,0.4021011,0.5932353,0.6372609,0.427009,0.8808032
0.26133174,0.7598366,0.96360224,0.77238375,0.5025269,0.6907722,0.81350785,0.5964158
0.25336576,0.23215334,0.75323206,0.6561322,0.8264868,0.8677252,0.90217924,0.8454107
0.12429509,0.50875396,0.6852261,0.3181417,0.45069307,0.3904118,0.5002523,0.33651614
0.31796485,1,0.84971654,0.8391208,0.5025269,0.74010414,0.8015498,0.70251036
0.95386904,0.2353304,0.4898829,0.05119373,0.96902984,0.59414417,0.42831555,0.7972202
0.62990063,0.26408124,0.5944678,0.30953044,0.7228201,0.6663013,0.506715,0.8565128
0.41188,0.1676381,0.5128846,0.06841618,0.3081509,0.56275874,0.28816622,0.877479
0.6255965,0.6144075,0.901101,0.4731437,0.85240406,0.7126088,0.78156316,0.6700297
0.59809756,0.22868831,0.45948863,0.16313966,0.5673188,0.6674377,0.57313657,0.79225963
0.5545219,0.28331047,0.45012537,0.20189014,0.33406734,0.45766255,0.3215157,0.64358234
0.27704537,0.2597714,0.39154646,0.053346537,0.35998464,0.37086043,0.28437713,0.51508296
0.78203857,0.1444389,0.49229735,0.07272179,0.81352854,0.6341208,0.54839605,0.7534241
1,0.5811219,0.13351922,0.13515314,0.33406734,0.63950616,0.38715592,0.92494065
0.44478083,0.42517996,0.24674927,0.20619577,0.29519182,0.5404714,0.43638617,0.6867298
0.5869195,0,0.009498506,0,0.45069307,0.3630975,0,0.78464663
0.6025358,0.22868831,0,0.19327894,0.52844334,0.61643916,0.31299907,0.95508057
0.62263465,0.09840578,0.045858104,0.14376439,0.52844334,0.6715288,0.53270596,0.840497
0.3271635,0.015434817,0,0.027512861,0.20448339,0.47208676,0.003570839,0.9890518
0.88957435,0.22619836,0.075485654,0.13515314,0.37294286,0.5815324,0.26250935,0.9389604
0.21855044,0.33840635,0.73428977,0.38918427,0.46365136,0.60862046,0.7180285,0.53513134
0.6151541,0.9719395,0.694506,0.7077996,1,0.78193235,0.8173448,0.766533
0.49742272,0.5279512,0.7986769,0.647521,0.73577833,0.69871753,0.8265352,0.5985501
1,0.96541965,0.84517443,0.6561322,1,0.76883423,0.8909693,0.66791433
0.2117918,0.7769019,0.7501305,0.935997,0.5543606,0.7761051,0.8182929,0.7544652
0.018434498,0.92657673,0.8569082,0.6496739,0.15264964,0.45572305,0.88930374,0.07209325
0.6877865,0.62968636,0.91321844,0.7853006,0.5025269,0.65899986,0.7219211,0.62737393
0.55295867,0.2532007,0.5535663,0.12869474,0.6969029,0.6162281,0.4515339,0.816143
0,1,0.5368775,0.56140876,0.11377412,0.43389118,0.9197369,0
0.50413734,0.63741934,0.70759803,0.7788422,0.70986104,0.82723826,0.95978063,0.7105511
0.3081814,0.8096202,0.65126276,0.8757185,0.51548505,0.3334751,0.72812045,0
0.19452187,0.7446221,0.8718476,1,0.32110912,0.69473016,0.9227802,0.49469626
0.36704847,0.8790331,0.8987099,0.9295386,0.7746531,0.7322999,1,0.48916805
0.06874767,0.43732017,0.45481518,0.55710316,0.048982143,0.35414904,0.767571,0
0.11920231,0.6642934,0.76773113,0.7357861,0.5025269,0.7894265,0.9540969,0.6440815
0.47885558,0.16198629,0.22162978,0.13515314,0.29519182,0.5085165,0.45322806,0.6089107
0.36453944,0.005293055,0,0.13515314,0.15264964,0.4715426,0.1988505,0.7927338
0.65948933,0.644478,0.6863086,0.55710316,0.9042378,0.55912054,0.730153,0.4285497
0.5700087,0.0548569,0.23398015,0.18897331,0.3081509,0.48056096,0.29181144,0.7169819
0.22723304,0.27140388,0.43331712,0.29876643,0.34702557,0.34041923,0.10818496,0.63318646
0.9095872,0.13723683,0.007780872,0.03181847,0.54140234,0.7019553,0.6073961,0.8238675
0.57412094,0.9953121,0.6152134,0.5915481,0.6580273,0.69438666,0.67206246,0.74475855
0.30395973,0.12437236,0.017939666,0.07272179,0.10081589,0.613274,0.38715592,0.8748838
0.21812157,0.25783542,0.2545883,0.2600159,0.21744162,0.63561743,0.5676666,0.7370095
0.17451416,0.08158652,0.07776396,0.13300036,0.32110912,0.5858721,0.40661904,0.80313176
0.5424526,0.7093028,0.8782332,0.6302986,0.6061944,0.6086452,0.6008358,0.65237117
0.35403433,0.4445199,0.8063016,0.27293277,0.4247766,0.6143661,0.55453855,0.70958525
0.7167276,0.093794584,0.26148814,0.070568986,0.6709863,0.53198344,0.31402764,0.79289144
0.66076636,0,0.10869487,0.012443219,0.70986104,0.42232585,0,0.89766765
1,0.13534749,0.3504843,0.08133301,1,0.5564045,0.3688294,0.7846905
0.41793755,0,0,0,0.16560787,0.39503753,0.076302566,0.76929283
0.63430256,0.3030926,0.5281924,0.12654194,0.9171961,0.6857077,0.5393219,0.86093754
0.86500376,0.000272353,0,0,0.8653623,0.47285768,0,0.9940938
0.9241498,0.34303465,0.67409515,0.33536413,1,0.53929555,0.43865827,0.682214
1,0.17802614,0.38939407,0.107166685,0.9171961,0.5862596,0.3344831,0.8760071
0.70255756,0.14773327,0.15934388,0.06841618,0.33406734,0.4731013,0.23651159,0.75804704
0.9380995,0.23363097,0,0.0770274,0.54140234,0.4749101,0.2073746,0.7906357
0.5399806,0.20616557,0.27523047,0.059804954,0.39885932,0.53631413,0.21977335,0.89540964
0.81895626,0.49143222,0.56168586,0.30091923,0.9301543,0.61674106,0.56468296,0.7039727
0.40546674,0.42069486,0.6050655,0.47960216,0.43773484,0.75452995,0.7180285,0.8135595
0.8299037,0.41608185,0.3367086,0.15452841,0.6969029,0.47643462,0.3727264,0.62819296
0.44384474,0.43841192,0.6804119,0.41071233,0.7746531,0.79401404,0.8992967,0.70763576
0.477633,0.33012938,0.7603583,0.38272586,0.46365136,0.73374593,0.7029721,0.78895515
0.7008047,0.6865993,0.885638,0.5657144,0.5802771,0.81722534,0.7437536,0.90747124
0.5494553,0.6534033,0.88875717,0.44085163,0.61915255,0.7032207,0.78278756,0.6508909
0.27051076,0.56462103,0.7204519,0.70134115,0.61915255,0.4008055,0.71876293,0.13783908
0.49474508,0.74905974,1,0.714258,0.6839446,0.66749233,0.7707411,0.59475946
0.15959533,0.21442927,0.54146796,0.41932356,0.51548505,0.43038693,0.7395403,0.17350972
0.7480538,0.16516256,0.62256503,0.19327894,0.6709863,0.7102995,0.5436518,0.9035345
0.54390734,0.59150267,0.6005241,0.5312695,0.7876121,0.77735233,0.7642266,0.8109114
0.67234045,0.2495515,0.60590285,0.2212654,0.5543606,0.5059329,0.36179495,0.69541377
0.8660441,0.3335058,0.7651587,0.359045,0.9949463,0.6259053,0.5247306,0.76141244
0.44937655,0.09633955,0.4503657,0.09855546,0.7876121,0.52987325,0.32983315,0.77305925
0.49622005,0.65584415,0.7636951,0.54418635,0.8912788,0.4967366,0.7538931,0.28576702
0.7998113,0.5403381,0.82916653,0.33321133,0.7616948,0.63321906,0.468806,0.83129334
0.26155102,0.33855048,0.7434101,0.2966136,0.45069307,0.84216267,0.9073991,0.79141176
0.29975215,0.13859728,0.5199607,0.074874595,0.4247766,0.4366875,0.38715592,0.537917
0.2734221,0.016330853,0.32078415,0,0.1915251,0.4570847,0.21096376,0.7530316
0.43677682,0.20071648,0.51260555,0.16313966,0.63211083,0.6239016,0.29150873,0.99081093
0.3716062,0.46349004,0.6199342,0.31598887,0.15264964,0.44629583,0.27799335,0.6654144
0.32128555,0.20406714,0.9305213,0.36550343,0.45069307,0.46371913,0.7067045,0.26995087
0.6297377,0.41085774,0.653637,0.13084756,0.83944505,0.70293367,0.6390424,0.79408824
0.24876481,0.7908911,0.91228426,0.3977955,0.61915255,0.780795,0.7777153,0.80399215
0.60295415,0.09199846,0.16321346,0.08348582,0.46365136,0.6107996,0.36390835,0.8934097
0.5491784,0.5177304,0.40173355,0.44085163,0.51548505,0.480475,0.5393219,0.46930736
0.89029366,0.06352139,0,0,0.5543606,0.4142935,0.023531683,0.85880846
0.28581774,0.25504473,0.58788025,0.20189014,0.5673188,0.6752716,0.7490642,0.63128084
0.51398194,1,0.6780102,0.47960216,0.4247766,0.7199378,0.77499366,0.6905846
0.37154278,0.45149735,0.7214967,0.3310585,0.5025269,0.6640779,0.62149155,0.73749346
0.52160716,0.2777478,0.37168002,0.514047,0.33406734,0.72233915,0.72514004,0.74502057
0,0.7241891,0.23266871,0.31598887,0,0.3009876,0.66612697,0
0,0.12097076,0,0.27939117,0,0.47595283,1,0
0.3976423,0.5336119,0.9340807,0.8046759,0.4766096,0.53740966,0.97184855,0.14542508
0,0.12097076,0.17794642,0.2277238,0,0.18403243,0.4429502,0
0.428812,0.9103162,0.83257693,0.847732,0.4247766,0.6661082,0.81652874,0.5463306
0.18094811,0.84806424,0.8503511,0.89724654,0.3859011,0.6552885,0.9897333,0.3524797
0,0.1480254,0.46268028,0.13945878,0.15264964,0.58249104,0.38715592,0.816143
0.3919921,0.44839144,0.20665872,0.13945878,0.15264964,0.7719314,0.7777153,0.78707856
0.34834698,0.46703047,0.35099983,0.82620394,0.37294286,0.5521624,1,0.14542508
0.047998756,0.115431,0.42115664,0.82620394,0.37294286,0.41794276,0.88930374,0
0,0.62508893,0.29955152,0.04796452,0,0.34275728,0.7458329,0
0.5208952,0.49007636,0.52955574,0.41932356,0.5673188,0.5541989,0.58977693,0.55953425
0.41155002,0.38321736,0.5998416,0.16313966,0.52844334,0.5970258,0.52664137,0.7043932
1,0.2059268,0.67125416,0.10501388,0.81352854,0.4937114,0.32737643,0.7065109
0.012587287,0.43732017,0.5811634,0.45807406,0,0.28378832,0.63330686,0
0,0.6479582,0.4227567,0.45807406,0,0.66154975,0.55453855,0.7996222
0.2304069,1,0.48109058,0.6389098,0.4118176,0.70051837,0.6073961,0.82112545
0.63082707,0.4550502,0.47098395,0.35258657,0.6839446,0.5807747,0.5153318,0.68469197
0.81710047,0.17523779,0.2449533,0.10931949,0.83944505,0.54166347,0.35012436,0.77526635
0.30274922,0.5669215,0.55545086,0.44300443,0.25631714,0.48708957,0.25696948,0.7642819
0.50427705,0.47980183,0.5336413,0.8606488,0.7876121,0.7933855,0.8923196,0.7134134
0.5545137,0.2984771,0.5774449,0.10501388,0.6969029,0.54490477,0.48883697,0.6427388
0.5788215,0.08236593,0.44319245,0.13084756,0.5673188,0.3424058,0.27638805,0.46877414
0.40379858,0.20406714,0.43706754,0.089944236,0.5673188,0.41442636,0.17792769,0.70466596
0.2476262,0.062582925,0.08934839,0.021054445,0.1915251,0.30682412,0.093105406,0.58415896
0.24161984,0.62508893,0.5417134,0.28369677,0.25631714,0.4408319,0.7458329,0.18714845
0.17493324,0.1754527,0.32718903,0.28369677,0.25631714,0.433874,0.17792769,0.74177647
0.5329628,0.08824383,0.4667585,0.1136251,0.45069307,0.23783198,0.015194636,0.5304172
0.48715317,1,1,0.6496739,0.83944505,0.805236,0.80561244,0.822734
0.2885864,0.97409374,1,1,0.4895686,0.90162,0.86019367,0.9520751
0.76435107,0.06189814,0.15822662,0,0.73577833,0.6419507,0.31676137,1
0.45120627,0.08267869,0.3459686,0.049040925,0.5673188,0.5665028,0.36390835,0.80888146
0.37447503,0.031910487,0.03874054,0,0.39885932,0.30848545,0.024493644,0.6559409
0.13319398,0.76230454,0.5374999,0.292308,0.010107398,0.7330194,0.63013065,0.86041033
0.022817489,0.26302996,0.48496917,0.292308,0.010107398,0.28728673,0.2941656,0.34581703
0.17544967,0.56462103,0.73599017,0.27939117,0.1915251,0.51632065,0.63330686,0.4437241
0.19262187,0.40408683,0.7316262,0.27939117,0.1915251,0.33874777,0.24426834,0.49391353
0.05008974,0.21411477,0.34008655,0.41501796,0.10081589,0.5721495,0.4181527,0.76541233
0,0.4021136,1,0.559256,0,0.388726,0.66612697,0.16742462
0.3865844,0.84806424,0.77908856,1,0.52844334,0.7588107,1,0.5397566
0,0.2906259,0.032020275,0.03827689,0,0.35414904,0.767571,0
0,0.7241891,0.076608814,0.31598887,0,0.47595283,1,0
0,0.39114758,0.7008484,0.4688381,0,0.56783915,0.7219211,0.45341873
0.15837966,0.29703325,0.589377,0.35473937,0.2822336,0.71871185,0.46323895,1
0.19460323,0.9192266,0.77420366,0.61522895,0.3859011,0.8682747,1,0.7486385
0.031416018,0.65584415,0.6339655,0.7680782,0.39885932,0.6129029,0.8276365,0.43369502
0.3259265,0.20760319,0.29670545,0.033971276,0.24335885,0.42677253,0.35537446,0.55077845
0.6907844,0.7679097,0.7585512,0.48821333,0.8912788,0.49146476,0.5088887,0.52071154
0.5718236,0.33446935,0.2820821,0.24709907,0.5025269,0.6369626,0.4419072,0.86533564
0.7658202,0.16987516,0.30947474,0.27508554,0.63211083,0.66343296,0.45964444,0.8981099
1,0.46517733,0.6289241,0.26647434,0.81352854,0.6880875,0.65963924,0.74516153
0.3981123,0.2817777,0.48724633,0.12223633,0.34702557,0.40780857,0.38715592,0.48280948
0.5170324,0.35392478,0.42449743,0.2212654,0.5932353,0.6481607,0.39748818,0.9311232
0.36424065,0.05667509,0.19067255,0.014596022,0.39885932,0.5341061,0.28509337,0.82587624
0.5719733,0.19187969,0.14520659,0.111472294,0.4766096,0.38519847,0.09474055,0.7320797
0.57034427,0.13163146,0.29955152,0.14376439,0.5673188,0.5449981,0.28509337,0.8466607
0.57460624,0,0.13992183,0.016748833,0.5673188,0.4973112,0.17087506,0.8698815
0.6433615,0.18170115,0.4126199,0.008137607,0.5932353,0.47775045,0.27303144,0.7303988
0.7088627,0.1743687,0.3174346,0.13515314,0.5932353,0.7997098,0.61780125,1
0.5007287,0,0.046162896,0.014596022,0.3859011,0.33080977,0,0.7230344
0.52200574,0.12907067,0.08009228,0.070568986,0.39885932,0.3784705,0.101380795,0.71260095
0.645906,0.5147506,0.6305179,0.3181417,0.94311255,0.7020963,0.58302915,0.8485034
0.8013661,0.27065256,0.3609521,0.16098684,0.8912788,0.6516176,0.506715,0.828493
1,0.32565346,0.604991,0.117930725,0.8912788,0.7617176,0.6902541,0.8550495
0.58459777,0.02580612,0.13234448,0.06411056,0.4766096,0.3399813,0.031227421,0.70930827
0.6526373,0.20790926,0.47215226,0.046888113,0.6061944,0.6505019,0.47373313,0.85934585
0.6455928,0.04073974,0.2857137,0.059804954,0.46365136,0.5161373,0.18934013,0.88734084
0.5426561,0.1579025,0.40783796,0.107166685,0.5543606,0.43880433,0.36674345,0.56236887
0.4026203,0.406603,0.13912317,0.2277238,0.21744162,0.5889937,0.27725825,0.9384493
0.85092044,0.051723763,0.08098025,0.008137607,0.5802771,0.42170268,0.076688215,0.8197903
0.53173375,0.26049408,0.5119496,0.03181847,0.51548505,0.60890394,0.34423733,0.9094634
0.6953646,0.36585116,0.49857995,0.33321133,0.7228201,0.63677275,0.54866546,0.75821525
0.5688151,0.1737975,0.03443046,0,0.4118176,0.47235033,0.122310035,0.8708156
0.36607915,0.20359966,0.3979086,0.117930725,0.61915255,0.5241955,0.6073961,0.48466176
0.36370757,0.8073754,0.6559343,0.6432155,0.73577833,0.4116995,0.66612697,0.21126324
0.67476606,0.35544434,0.36565658,0.2621687,0.7228201,0.44279107,0.5348465,0.4018734
0.97489077,0.13503323,0.17634635,0.13730596,0.8005703,0.4462378,0.44472134,0.4985757
0.2892531,0.005891204,0.006037016,0.023207247,0.37294286,0.19814432,0,0.46987885
0.36823297,0.29564786,0.525507,0.27077994,0.45069307,0.65480644,0.58642095,0.754872
0.54304326,0.020897657,0.040650308,0,0.39885932,0.46992865,0,0.9885045
0.40347835,0.44861645,0.6929798,0.5635616,0.6580273,0.7332056,0.60313344,0.8877628
0.12190843,0.5147506,0.8220734,0.5355751,0.39885932,0.57272357,0.6954923,0.48916805
0.36665723,0.7173546,0.9126439,0.6001593,0.51548505,0.7055137,0.88930374,0.54875016
0.4174768,0.29792854,0.16057423,0.2212654,0.39885932,0.4975799,0.31299907,0.72827023
0.541253,0,0.20145673,0.0425825,0.5543606,0.54685324,0.20521833,0.9300756
0.60243165,0.20055945,0.10257796,0.012443219,0.5802771,0.3509217,0,0.76141244
0.66366684,0.18988404,0.2913951,0.111472294,0.32110912,0.50380796,0.26316884,0.789985
0.69468606,0.20872737,0.4974863,0.046888113,0.4895686,0.6367703,0.506715,0.800161
0.3694892,0.070663735,0.2430565,0.003831994,0.4895686,0.55291045,0.28509337,0.8617591
0.31651402,0.4299855,0.6653168,0.34182253,0.26927537,0.25491005,0.40183866,0.17636198
0.96059984,0.26832837,0.41970026,0.28369677,0.9301543,0.64711565,0.506715,0.8199022
0.3940463,0.32899213,0.498835,0.21911259,0.46365136,0.6309302,0.41040352,0.88532823
0.8531123,0.3061103,0.60666645,0.26862714,0.8264868,0.6574402,0.67110854,0.6752101
0.3398736,0.6960356,0.86635494,0.4774493,0.33406734,0.27448398,0.5111431,0.10440898
0.726228,0.468615,0.84165424,0.3611978,0.9042378,0.71652764,0.7046057,0.7544652
0.6549603,0.25867084,0.34869862,0.29876643,0.6580273,0.70383084,0.5739051,0.86093754
0.72553843,0.9312641,0.7454369,0.81328714,0.46365136,0.50958097,0.7754145,0.28875548
0.55225766,0,0.07133652,0.08133301,0.24335885,0.26141766,0,0.5906186
0.55851835,0.10481313,0.06964185,0.06626337,0.3081509,0.49556002,0.16096322,0.87645173
0.89704305,0.30786622,0.48028472,0.11577791,0.96902984,0.34817818,0.27716163,0.47901553
0.9071315,0.17054725,0.24567045,0.044735312,0.7876121,0.49296975,0.1873767,0.84509546
0.8398385,0.2711598,0.47522467,0.16529246,1,0.60913724,0.5002523,0.75389355
0.3497071,0.32146293,0.40714556,0.30522484,0.23039985,0.4278031,0.4049626,0.5031569
0.5774002,0.2882335,0.5474791,0.2944608,0.51548505,0.59294814,0.5676666,0.65558696
0.51471937,0,0.219783,0.061957754,0.37294286,0.29019845,0.14489163,0.5006472
0.57246226,0.47971293,0.74837035,0.34612817,0.4895686,0.7068775,0.678665,0.7619913
0.7343161,0.24774604,0.33329064,0.12869474,0.70986104,0.6570617,0.42202726,0.9235693
0.3499855,0.4940513,0.6339655,0.5291167,0.6580273,0.34056798,0.5742306,0.16742462
0.17467567,0.123182446,0.6263652,0.14161158,0.25631714,0.41602895,0.5102314,0.3754204
0.5025087,0.16475272,0.3252757,0.08779143,0.4895686,0.64948326,0.3607271,0.9704081
0.37643537,0.33855048,0.66574246,0.24494626,0.35998464,0.5334934,0.6279117,0.48188877
0.452735,0.8104842,0.78050643,0.8498848,0.6969029,0.8060543,0.89370847,0.7361995
0.63262206,0.08585263,0.16305596,0.08779143,0.5673188,0.2106564,0.1468542,0.34690052
0.6007805,0.13291927,0.35528716,0.05549934,0.70986104,0.3647336,0.07218869,0.71558
0.5093501,0.67989844,0.78529257,0.60877055,0.85240406,0.7443875,0.8223507,0.6898832
0.39606267,0.27482805,0.498835,0.2277238,0.32110912,0.47065896,0.20962895,0.78026915
0.7852293,0.112720035,0.03866113,0.0404297,0.6450691,0.4410704,0.21227859,0.7211579
0.5874703,0.19126378,0.25962147,0.12223633,0.85240406,0.67873365,0.38715592,0.99979556
0.61953586,0.21160209,0.24573773,0.16313966,0.37294286,0.41189653,0.31257954,0.5651866
0.26337263,0.66874844,0.8260757,0.61738175,0.70986104,0.7299722,0.6418686,0.84285754
0.5367508,1,0.9040691,0.7465501,0.8264868,0.73816204,0.9286879,0.57166636
0.3069388,0.030488018,0,0,0.010107398,0.43825868,0.02100651,0.90706456
0.471925,0.3608218,0.6413423,0.10070827,0.54140234,0.6587609,0.51269287,0.8361462
0.6217334,0.37845382,0.52751225,0.20404296,0.5932353,0.5691235,0.48343796,0.69435275
0.6081258,0,0.2449533,0.08563863,0.43773484,0.3958574,0.17194976,0.6752101
0.88315386,0.07435201,0.17346098,0.0404297,0.61915255,0.5615351,0.20822972,0.95508057
0.80108345,0.27845475,0.36394632,0.0425825,0.6450691,0.5028125,0.34500924,0.70624506
0.4518183,0.13324887,0.18808018,0.06841618,0.5025269,0.3827284,0.13716896,0.68493783
0.50989425,0.1058841,0.5128846,0.08563863,0.5802771,0.46022606,0.33905748,0.63093233
0.33411026,0.462925,0.57648814,0.22341822,0.46365136,0.33777788,0.40356603,0.33276504
0.43345326,0.46048906,0.2561211,0.1459172,0.5543606,0.48236102,0.4696685,0.5425598
0.50492364,0.46048906,0.65549433,0.40855953,0.83944505,0.7484742,0.7155648,0.8044673
0.9743641,0.21344213,0.37500247,0.03827689,0.96902984,0.6154882,0.35569307,0.9105719
0.702853,0.38852724,0.57622504,0.24279344,0.6061944,0.58217347,0.42418745,0.77850556
